leftRuleId,rightRuleId,ruleDistance,observableDistance,sensitivity,holdoutObservableDistance,holdoutSensitivity,probeRuleId,probeDistanceToLeft,probeDistanceToRight,probeMidpointResidual,retainedAboveDiscoveryLocalQ75
BOIDS-D-002,BOIDS-D-024,0.10256860772556708,0.5874830436402461,5.727708084057431,0.8756889394121905,8.537592142765424,BOIDS-V-000,0.1230081386736731,0.8662301871704136,0.43707561133105305,True
BOIDS-D-024,BOIDS-D-025,0.17663787202776668,0.614618711125487,3.479540961798225,0.8734134447954087,4.944655609631167,BOIDS-V-001,0.16977423025798852,0.8722086506039315,0.4517442288913786,True
BOIDS-D-019,BOIDS-D-025,0.2110877630479966,0.6838081385714238,3.239449453144952,0.2672336362633766,1.265983553023932,BOIDS-V-002,0.20713618435776218,0.07036103969157986,0.07793961316782404,False
BOIDS-D-014,BOIDS-D-023,0.2476843142529059,0.8008066519071251,3.2331746736672073,0.5467326345985809,2.207376903328332,BOIDS-V-003,0.35618428767077603,0.19866979672400756,0.09186579354238425,True
BOIDS-D-002,BOIDS-D-019,0.2134089925110839,0.6401472668001573,2.999626488405402,0.39123716540286824,1.8332740377964551,BOIDS-V-004,0.8972327485275693,0.8829065140304247,0.8683367024810875,False
BOIDS-D-000,BOIDS-D-007,0.2151171698051349,0.5971723464080585,2.7760329263768693,0.12193202133272013,0.5668167791681759,BOIDS-V-005,0.060229408186807595,0.06336222881033705,0.010213832219229805,False
BOIDS-D-017,BOIDS-D-018,0.31152513905042284,0.7975643724047414,2.5601926535875785,1.0161094643565063,3.261725417902922,BOIDS-V-006,0.3092423891492427,0.7200404976979508,0.22118990912156256,True
BOIDS-D-000,BOIDS-D-022,0.2404936173135901,0.5881535492781357,2.445609808060796,0.12706794141059835,0.5283630510863369,BOIDS-V-007,0.11052109144501548,0.11062363291452507,0.09049687548816655,False
