pairKey,leftRuleId,rightRuleId,ruleDistance,discoveryObservableDistance,holdoutObservableDistance,discoverySensitivity,holdoutSensitivity
NET-006|NET-021,NET-006,NET-021,0.11288448407724287,0.8446052179674007,0.9017006713746674,7.482031076914584,7.987817623878809
NET-006|NET-008,NET-006,NET-008,0.14555587100926853,0.9568321604343659,1.000080774227703,6.573641817398337,6.870769054475453
NET-008|NET-014,NET-008,NET-014,0.15473228139378611,0.6438621904126258,0.6303397054510333,4.161136801014573,4.07374401626542
NET-006|NET-015,NET-006,NET-015,0.2968308479270904,1.1538481631387136,1.1765598352395945,3.8872245630687603,3.9637384168662586
NET-003|NET-006,NET-003,NET-006,0.27715779746007013,1.0708590525759896,1.1132445255467738,3.8637161299070693,4.016645159359653
NET-006|NET-007,NET-006,NET-007,0.2574371721841495,0.8612163217966732,0.918589523968683,3.345345640996357,3.568208569784938
NET-007|NET-014,NET-007,NET-014,0.17092855881273006,0.530705781929507,0.5654130252200592,3.104839738986802,3.3078909056942774
NET-014|NET-016,NET-014,NET-016,0.26911349909142085,0.8119471935550056,0.7757776015866978,3.0171180423735566,2.882715301186573
