condition,seed,step,population,lineageCount,dominantFounderId,dominantFraction,lineageHHI
scarcity_mutable,14071,280,13,10,7,0.23076923076923078,0.12426035502958582
scarcity_mutable,14071,285,13,10,7,0.23076923076923078,0.12426035502958582
scarcity_mutable,14071,290,12,10,7,0.25,0.125
scarcity_mutable,14071,295,11,9,7,0.2727272727272727,0.14049586776859502
scarcity_mutable,14071,300,8,7,7,0.25,0.15625
scarcity_mutable,14071,305,7,6,7,0.2857142857142857,0.18367346938775508
scarcity_mutable,14071,310,5,4,7,0.4,0.28
scarcity_mutable,14071,315,5,4,7,0.4,0.28
scarcity_mutable,14071,320,4,3,7,0.5,0.375
scarcity_mutable,14071,325,4,3,7,0.5,0.375
scarcity_mutable,14071,330,4,3,7,0.5,0.375
scarcity_mutable,14071,335,5,3,7,0.4,0.3600000000000001
scarcity_mutable,14071,339,5,3,7,0.4,0.3600000000000001
neutral_bottleneck_mutable,14071,179,51,22,7,0.17647058823529413,0.07650903498654364
neutral_bottleneck_mutable,14071,180,4,3,7,0.5,0.375
neutral_bottleneck_mutable,14071,185,4,3,7,0.5,0.375
neutral_bottleneck_mutable,14071,190,4,3,7,0.5,0.375
neutral_bottleneck_mutable,14071,195,5,3,7,0.6,0.44
neutral_bottleneck_mutable,14071,200,6,3,7,0.5,0.3888888888888889
neutral_bottleneck_mutable,14071,205,7,3,7,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14071,210,7,3,7,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14071,215,7,3,7,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14071,220,8,3,7,0.375,0.34375
neutral_bottleneck_mutable,14071,225,8,3,7,0.375,0.34375
neutral_bottleneck_mutable,14071,230,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,235,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,240,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,245,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,250,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,255,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,260,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,265,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,270,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,275,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,280,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,285,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,290,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,295,11,3,7,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14071,300,11,3,7,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14071,305,11,3,7,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14071,310,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,315,9,3,7,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14071,320,10,3,7,0.4,0.34
neutral_bottleneck_mutable,14071,325,11,3,7,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14071,330,11,3,7,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14071,335,11,3,7,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14071,339,12,3,7,0.4166666666666667,0.3472222222222222
scarcity_mutable,14087,179,59,36,9,0.0847457627118644,0.03878195920712439
scarcity_mutable,14087,180,59,36,9,0.0847457627118644,0.03878195920712439
scarcity_mutable,14087,185,56,35,9,0.08928571428571429,0.04081632653061224
scarcity_mutable,14087,190,54,35,9,0.09259259259259259,0.04183813443072702
scarcity_mutable,14087,195,51,32,9,0.09803921568627451,0.04575163398692811
scarcity_mutable,14087,200,46,28,9,0.10869565217391304,0.052930056710775046
scarcity_mutable,14087,205,45,28,9,0.1111111111111111,0.05382716049382716
scarcity_mutable,14087,210,44,27,9,0.11363636363636363,0.05578512396694214
scarcity_mutable,14087,215,43,27,9,0.11627906976744186,0.05570578691184423
scarcity_mutable,14087,220,43,27,9,0.11627906976744186,0.05570578691184423
scarcity_mutable,14087,225,38,24,9,0.10526315789473684,0.0595567867036011
scarcity_mutable,14087,230,36,23,9,0.1111111111111111,0.06018518518518518
scarcity_mutable,14087,235,34,22,9,0.11764705882352941,0.06401384083044984
scarcity_mutable,14087,240,31,21,68,0.12903225806451613,0.0655567117585848
scarcity_mutable,14087,245,29,20,9,0.10344827586206896,0.06539833531510107
scarcity_mutable,14087,250,27,18,9,0.1111111111111111,0.07270233196159122
scarcity_mutable,14087,255,24,16,9,0.125,0.0798611111111111
scarcity_mutable,14087,260,23,16,9,0.13043478260869565,0.0775047258979206
scarcity_mutable,14087,265,20,16,9,0.1,0.07
scarcity_mutable,14087,270,18,16,31,0.1111111111111111,0.06790123456790123
scarcity_mutable,14087,275,16,14,31,0.125,0.078125
scarcity_mutable,14087,280,16,14,31,0.125,0.078125
scarcity_mutable,14087,285,12,11,31,0.16666666666666666,0.09722222222222221
scarcity_mutable,14087,290,11,10,31,0.18181818181818182,0.10743801652892562
scarcity_mutable,14087,295,6,5,31,0.3333333333333333,0.2222222222222222
scarcity_mutable,14087,300,6,5,31,0.3333333333333333,0.2222222222222222
scarcity_mutable,14087,305,6,5,31,0.3333333333333333,0.2222222222222222
scarcity_mutable,14087,310,6,5,31,0.3333333333333333,0.2222222222222222
scarcity_mutable,14087,315,5,4,31,0.4,0.28
scarcity_mutable,14087,320,5,4,31,0.4,0.28
scarcity_mutable,14087,325,4,3,31,0.5,0.375
scarcity_mutable,14087,330,3,3,9,0.3333333333333333,0.3333333333333333
scarcity_mutable,14087,335,3,3,9,0.3333333333333333,0.3333333333333333
scarcity_mutable,14087,339,3,3,9,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14087,179,59,36,9,0.0847457627118644,0.03878195920712439
neutral_bottleneck_mutable,14087,180,3,3,9,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14087,185,3,3,9,0.3333333333333333,0.3333333333333333
neutral_bottleneck_mutable,14087,190,4,3,9,0.5,0.375
neutral_bottleneck_mutable,14087,195,4,3,9,0.5,0.375
neutral_bottleneck_mutable,14087,200,5,3,9,0.4,0.3600000000000001
neutral_bottleneck_mutable,14087,205,5,3,9,0.4,0.3600000000000001
neutral_bottleneck_mutable,14087,210,6,3,9,0.5,0.3888888888888889
neutral_bottleneck_mutable,14087,215,6,3,9,0.5,0.3888888888888889
neutral_bottleneck_mutable,14087,220,7,3,9,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14087,225,8,3,9,0.375,0.34375
neutral_bottleneck_mutable,14087,230,8,3,9,0.375,0.34375
neutral_bottleneck_mutable,14087,235,8,3,9,0.375,0.34375
neutral_bottleneck_mutable,14087,240,9,3,9,0.4444444444444444,0.35802469135802467
neutral_bottleneck_mutable,14087,245,9,3,9,0.4444444444444444,0.35802469135802467
neutral_bottleneck_mutable,14087,250,9,3,9,0.4444444444444444,0.35802469135802467
neutral_bottleneck_mutable,14087,255,10,3,9,0.4,0.3600000000000001
neutral_bottleneck_mutable,14087,260,10,3,9,0.4,0.3600000000000001
neutral_bottleneck_mutable,14087,265,10,3,9,0.4,0.3600000000000001
neutral_bottleneck_mutable,14087,270,11,3,9,0.45454545454545453,0.371900826446281
neutral_bottleneck_mutable,14087,275,11,3,9,0.45454545454545453,0.371900826446281
neutral_bottleneck_mutable,14087,280,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,285,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,290,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,295,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,300,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,305,11,3,9,0.45454545454545453,0.371900826446281
neutral_bottleneck_mutable,14087,310,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,315,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,320,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,325,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,330,10,3,9,0.5,0.42000000000000004
neutral_bottleneck_mutable,14087,335,11,3,9,0.45454545454545453,0.371900826446281
neutral_bottleneck_mutable,14087,339,11,3,9,0.45454545454545453,0.371900826446281
scarcity_mutable,14101,179,60,29,46,0.15,0.0661111111111111
scarcity_mutable,14101,180,60,29,46,0.15,0.0661111111111111
scarcity_mutable,14101,185,60,29,46,0.15,0.0661111111111111
scarcity_mutable,14101,190,58,28,46,0.15517241379310345,0.06956004756242569
scarcity_mutable,14101,195,56,28,46,0.14285714285714285,0.06441326530612244
scarcity_mutable,14101,200,53,27,41,0.1320754716981132,0.06514773940904237
scarcity_mutable,14101,205,52,26,41,0.1346153846153846,0.0673076923076923
scarcity_mutable,14101,210,49,25,41,0.14285714285714285,0.06788837984173261
scarcity_mutable,14101,215,46,25,41,0.13043478260869565,0.06521739130434782
scarcity_mutable,14101,220,42,23,41,0.14285714285714285,0.0691609977324263
scarcity_mutable,14101,225,39,20,41,0.15384615384615385,0.0782380013149244
scarcity_mutable,14101,230,38,20,41,0.15789473684210525,0.08033240997229917
scarcity_mutable,14101,235,35,18,41,0.17142857142857143,0.08897959183673469
scarcity_mutable,14101,240,32,16,41,0.1875,0.095703125
scarcity_mutable,14101,245,32,16,41,0.1875,0.095703125
scarcity_mutable,14101,250,32,16,41,0.15625,0.09375
scarcity_mutable,14101,255,28,15,41,0.17857142857142858,0.10714285714285714
scarcity_mutable,14101,260,26,14,41,0.19230769230769232,0.10946745562130178
scarcity_mutable,14101,265,23,13,29,0.17391304347826086,0.11531190926275992
scarcity_mutable,14101,270,22,13,41,0.18181818181818182,0.1115702479338843
scarcity_mutable,14101,275,21,13,41,0.19047619047619047,0.11111111111111109
scarcity_mutable,14101,280,17,10,41,0.23529411764705882,0.14878892733564014
scarcity_mutable,14101,285,15,9,41,0.26666666666666666,0.17333333333333334
scarcity_mutable,14101,290,11,7,41,0.2727272727272727,0.19008264462809915
scarcity_mutable,14101,295,11,7,41,0.2727272727272727,0.19008264462809915
scarcity_mutable,14101,300,10,6,41,0.3,0.22
scarcity_mutable,14101,305,10,6,41,0.3,0.22
scarcity_mutable,14101,310,9,6,46,0.3333333333333333,0.20987654320987653
scarcity_mutable,14101,315,9,6,46,0.3333333333333333,0.20987654320987653
scarcity_mutable,14101,320,8,6,41,0.25,0.1875
scarcity_mutable,14101,325,6,4,41,0.3333333333333333,0.2777777777777778
scarcity_mutable,14101,330,6,4,41,0.3333333333333333,0.2777777777777778
scarcity_mutable,14101,335,6,4,41,0.3333333333333333,0.2777777777777778
scarcity_mutable,14101,339,5,4,46,0.4,0.28
neutral_bottleneck_mutable,14101,179,60,29,46,0.15,0.0661111111111111
neutral_bottleneck_mutable,14101,180,5,3,34,0.4,0.3600000000000001
neutral_bottleneck_mutable,14101,185,6,3,34,0.5,0.3888888888888889
neutral_bottleneck_mutable,14101,190,6,3,34,0.5,0.3888888888888889
neutral_bottleneck_mutable,14101,195,7,3,34,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14101,200,7,3,34,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14101,205,7,3,34,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14101,210,7,3,34,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14101,215,7,3,34,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14101,220,8,3,34,0.5,0.375
neutral_bottleneck_mutable,14101,225,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,230,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,235,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,240,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,245,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,250,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,255,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,260,10,3,34,0.4,0.34
neutral_bottleneck_mutable,14101,265,11,3,17,0.36363636363636365,0.33884297520661155
neutral_bottleneck_mutable,14101,270,12,3,34,0.4166666666666667,0.3472222222222222
neutral_bottleneck_mutable,14101,275,14,3,34,0.42857142857142855,0.346938775510204
neutral_bottleneck_mutable,14101,280,15,3,34,0.4,0.34222222222222226
neutral_bottleneck_mutable,14101,285,16,3,34,0.4375,0.3671875
neutral_bottleneck_mutable,14101,290,17,3,34,0.4117647058823529,0.3494809688581315
neutral_bottleneck_mutable,14101,295,17,3,34,0.4117647058823529,0.3494809688581315
neutral_bottleneck_mutable,14101,300,17,3,34,0.4117647058823529,0.3494809688581315
neutral_bottleneck_mutable,14101,305,18,3,34,0.3888888888888889,0.35185185185185186
neutral_bottleneck_mutable,14101,310,18,3,34,0.3888888888888889,0.35185185185185186
neutral_bottleneck_mutable,14101,315,18,3,34,0.3888888888888889,0.35185185185185186
neutral_bottleneck_mutable,14101,320,19,3,34,0.42105263157894735,0.35734072022160657
neutral_bottleneck_mutable,14101,325,19,3,34,0.42105263157894735,0.35734072022160657
neutral_bottleneck_mutable,14101,330,20,3,34,0.45,0.365
neutral_bottleneck_mutable,14101,335,20,3,34,0.45,0.365
neutral_bottleneck_mutable,14101,339,20,3,34,0.45,0.365
scarcity_mutable,14119,179,70,29,39,0.1,0.051836734693877555
scarcity_mutable,14119,180,70,29,39,0.1,0.051836734693877555
scarcity_mutable,14119,185,69,28,39,0.10144927536231885,0.05314009661835749
scarcity_mutable,14119,190,69,27,39,0.11594202898550725,0.05608065532451166
scarcity_mutable,14119,195,67,25,39,0.13432835820895522,0.06170639340610381
scarcity_mutable,14119,200,66,25,39,0.13636363636363635,0.06244260789715335
scarcity_mutable,14119,205,64,24,39,0.140625,0.06396484375
scarcity_mutable,14119,210,59,24,39,0.13559322033898305,0.06118931341568515
scarcity_mutable,14119,215,53,24,39,0.1320754716981132,0.06087575649697401
scarcity_mutable,14119,220,51,23,39,0.13725490196078433,0.06420607458669743
scarcity_mutable,14119,225,50,23,39,0.14,0.0656
scarcity_mutable,14119,230,49,22,39,0.14285714285714285,0.0678883798417326
scarcity_mutable,14119,235,47,21,39,0.14893617021276595,0.0710728836577637
scarcity_mutable,14119,240,42,21,39,0.14285714285714285,0.07256235827664398
scarcity_mutable,14119,245,40,20,35,0.125,0.07250000000000001
scarcity_mutable,14119,250,35,19,39,0.14285714285714285,0.07428571428571429
scarcity_mutable,14119,255,34,19,39,0.14705882352941177,0.0726643598615917
scarcity_mutable,14119,260,31,17,39,0.16129032258064516,0.0801248699271592
scarcity_mutable,14119,265,30,17,39,0.16666666666666666,0.08
scarcity_mutable,14119,270,27,16,39,0.18518518518518517,0.08641975308641975
scarcity_mutable,14119,275,25,15,39,0.2,0.09440000000000001
scarcity_mutable,14119,280,23,15,39,0.21739130434782608,0.1001890359168242
scarcity_mutable,14119,285,19,12,39,0.2631578947368421,0.1301939058171745
scarcity_mutable,14119,290,17,10,39,0.29411764705882354,0.15570934256055366
scarcity_mutable,14119,295,15,10,39,0.26666666666666666,0.13777777777777778
scarcity_mutable,14119,300,14,9,39,0.2857142857142857,0.1530612244897959
scarcity_mutable,14119,305,13,9,39,0.23076923076923078,0.13609467455621305
scarcity_mutable,14119,310,11,7,39,0.2727272727272727,0.17355371900826444
scarcity_mutable,14119,315,10,6,39,0.3,0.2
scarcity_mutable,14119,320,8,5,39,0.375,0.25
scarcity_mutable,14119,325,8,5,39,0.375,0.25
scarcity_mutable,14119,330,8,5,39,0.375,0.25
scarcity_mutable,14119,335,8,5,39,0.375,0.25
scarcity_mutable,14119,339,8,5,39,0.375,0.25
neutral_bottleneck_mutable,14119,179,70,29,39,0.1,0.051836734693877555
neutral_bottleneck_mutable,14119,180,8,7,56,0.25,0.15625
neutral_bottleneck_mutable,14119,185,8,7,56,0.25,0.15625
neutral_bottleneck_mutable,14119,190,9,7,56,0.2222222222222222,0.16049382716049382
neutral_bottleneck_mutable,14119,195,11,7,9,0.18181818181818182,0.15702479338842976
neutral_bottleneck_mutable,14119,200,13,7,3,0.15384615384615385,0.14792899408284024
neutral_bottleneck_mutable,14119,205,14,7,56,0.21428571428571427,0.1530612244897959
neutral_bottleneck_mutable,14119,210,14,7,56,0.21428571428571427,0.1530612244897959
neutral_bottleneck_mutable,14119,215,14,7,56,0.21428571428571427,0.1530612244897959
neutral_bottleneck_mutable,14119,220,17,7,3,0.17647058823529413,0.15570934256055366
neutral_bottleneck_mutable,14119,225,18,7,3,0.16666666666666666,0.15432098765432098
neutral_bottleneck_mutable,14119,230,18,7,3,0.16666666666666666,0.15432098765432098
neutral_bottleneck_mutable,14119,235,18,7,3,0.16666666666666666,0.15432098765432098
neutral_bottleneck_mutable,14119,240,18,7,3,0.16666666666666666,0.15432098765432098
neutral_bottleneck_mutable,14119,245,18,7,3,0.16666666666666666,0.15432098765432098
neutral_bottleneck_mutable,14119,250,18,7,3,0.16666666666666666,0.15432098765432098
neutral_bottleneck_mutable,14119,255,21,7,50,0.19047619047619047,0.15646258503401358
neutral_bottleneck_mutable,14119,260,21,6,9,0.19047619047619047,0.17006802721088432
neutral_bottleneck_mutable,14119,265,21,6,9,0.19047619047619047,0.17006802721088432
neutral_bottleneck_mutable,14119,270,22,6,9,0.18181818181818182,0.16942148760330578
neutral_bottleneck_mutable,14119,275,25,6,9,0.2,0.168
neutral_bottleneck_mutable,14119,280,25,6,9,0.2,0.168
neutral_bottleneck_mutable,14119,285,25,6,9,0.2,0.17120000000000002
neutral_bottleneck_mutable,14119,290,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,295,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,300,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,305,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,310,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,315,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,320,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,325,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,330,25,6,9,0.24,0.1744
neutral_bottleneck_mutable,14119,335,28,6,9,0.21428571428571427,0.17091836734693877
neutral_bottleneck_mutable,14119,339,27,6,9,0.18518518518518517,0.16872427983539093
scarcity_mutable,14137,179,63,23,1,0.14285714285714285,0.07533383723859914
scarcity_mutable,14137,180,63,23,1,0.14285714285714285,0.07533383723859914
scarcity_mutable,14137,185,60,23,1,0.15,0.07777777777777778
scarcity_mutable,14137,190,58,23,1,0.15517241379310345,0.07907253269916766
scarcity_mutable,14137,195,52,22,1,0.17307692307692307,0.07988165680473373
scarcity_mutable,14137,200,51,22,1,0.17647058823529413,0.08035371011149559
scarcity_mutable,14137,205,48,20,1,0.1875,0.08680555555555555
scarcity_mutable,14137,210,47,20,1,0.19148936170212766,0.08918062471706653
scarcity_mutable,14137,215,43,18,1,0.20930232558139536,0.10113574905354246
scarcity_mutable,14137,220,37,16,1,0.21621621621621623,0.10883856829802777
scarcity_mutable,14137,225,35,16,1,0.2,0.1053061224489796
scarcity_mutable,14137,230,32,15,1,0.21875,0.109375
scarcity_mutable,14137,235,31,15,1,0.1935483870967742,0.10301768990634755
scarcity_mutable,14137,240,29,14,1,0.1724137931034483,0.10344827586206896
scarcity_mutable,14137,245,28,14,1,0.17857142857142858,0.10459183673469387
scarcity_mutable,14137,250,28,14,1,0.17857142857142858,0.10459183673469387
scarcity_mutable,14137,255,24,14,1,0.20833333333333334,0.11111111111111112
scarcity_mutable,14137,260,23,14,1,0.21739130434782608,0.11153119092627599
scarcity_mutable,14137,265,22,13,1,0.22727272727272727,0.11983471074380164
scarcity_mutable,14137,270,21,13,1,0.19047619047619047,0.11111111111111109
scarcity_mutable,14137,275,20,12,1,0.2,0.12000000000000002
scarcity_mutable,14137,280,18,10,1,0.2222222222222222,0.1419753086419753
scarcity_mutable,14137,285,14,8,16,0.2857142857142857,0.17346938775510204
scarcity_mutable,14137,290,10,7,1,0.2,0.16000000000000003
scarcity_mutable,14137,295,10,7,1,0.2,0.16000000000000003
scarcity_mutable,14137,300,10,7,1,0.2,0.16000000000000003
scarcity_mutable,14137,305,9,6,1,0.2222222222222222,0.18518518518518517
scarcity_mutable,14137,310,8,6,1,0.25,0.1875
scarcity_mutable,14137,315,7,5,1,0.2857142857142857,0.22448979591836732
scarcity_mutable,14137,320,7,5,1,0.2857142857142857,0.22448979591836732
scarcity_mutable,14137,325,6,5,1,0.3333333333333333,0.2222222222222222
scarcity_mutable,14137,330,6,5,1,0.3333333333333333,0.2222222222222222
scarcity_mutable,14137,335,6,5,1,0.3333333333333333,0.2222222222222222
scarcity_mutable,14137,339,6,5,1,0.3333333333333333,0.2222222222222222
neutral_bottleneck_mutable,14137,179,63,23,1,0.14285714285714285,0.07533383723859914
neutral_bottleneck_mutable,14137,180,6,4,1,0.3333333333333333,0.2777777777777778
neutral_bottleneck_mutable,14137,185,6,4,1,0.3333333333333333,0.2777777777777778
neutral_bottleneck_mutable,14137,190,8,4,1,0.375,0.28125
neutral_bottleneck_mutable,14137,195,10,4,1,0.4,0.30000000000000004
neutral_bottleneck_mutable,14137,200,10,4,1,0.4,0.30000000000000004
neutral_bottleneck_mutable,14137,205,12,4,1,0.3333333333333333,0.2638888888888889
neutral_bottleneck_mutable,14137,210,13,4,1,0.38461538461538464,0.2781065088757397
neutral_bottleneck_mutable,14137,215,14,4,1,0.42857142857142855,0.29591836734693877
neutral_bottleneck_mutable,14137,220,15,4,1,0.4,0.2888888888888889
neutral_bottleneck_mutable,14137,225,15,4,1,0.4,0.2888888888888889
neutral_bottleneck_mutable,14137,230,16,4,1,0.375,0.2734375
neutral_bottleneck_mutable,14137,235,17,4,1,0.4117647058823529,0.28719723183391005
neutral_bottleneck_mutable,14137,240,18,4,1,0.4444444444444444,0.30246913580246915
neutral_bottleneck_mutable,14137,245,18,4,1,0.4444444444444444,0.30246913580246915
neutral_bottleneck_mutable,14137,250,18,4,1,0.4444444444444444,0.30246913580246915
neutral_bottleneck_mutable,14137,255,19,4,1,0.42105263157894735,0.2908587257617728
neutral_bottleneck_mutable,14137,260,21,4,1,0.42857142857142855,0.2970521541950113
neutral_bottleneck_mutable,14137,265,21,4,1,0.42857142857142855,0.2970521541950113
neutral_bottleneck_mutable,14137,270,21,4,1,0.42857142857142855,0.2970521541950113
neutral_bottleneck_mutable,14137,275,21,4,1,0.42857142857142855,0.2970521541950113
neutral_bottleneck_mutable,14137,280,21,4,1,0.42857142857142855,0.2970521541950113
neutral_bottleneck_mutable,14137,285,21,4,1,0.38095238095238093,0.28344671201814053
neutral_bottleneck_mutable,14137,290,23,4,1,0.34782608695652173,0.2892249527410208
neutral_bottleneck_mutable,14137,295,24,4,27,0.375,0.2951388888888889
neutral_bottleneck_mutable,14137,300,24,4,27,0.375,0.2951388888888889
neutral_bottleneck_mutable,14137,305,24,4,1,0.3333333333333333,0.28125
neutral_bottleneck_mutable,14137,310,23,4,1,0.34782608695652173,0.2892249527410208
neutral_bottleneck_mutable,14137,315,23,4,1,0.34782608695652173,0.2892249527410208
neutral_bottleneck_mutable,14137,320,22,4,1,0.36363636363636365,0.28512396694214875
neutral_bottleneck_mutable,14137,325,22,4,1,0.36363636363636365,0.28512396694214875
neutral_bottleneck_mutable,14137,330,22,4,1,0.36363636363636365,0.28512396694214875
neutral_bottleneck_mutable,14137,335,22,4,1,0.36363636363636365,0.28512396694214875
neutral_bottleneck_mutable,14137,339,22,4,1,0.36363636363636365,0.28512396694214875
scarcity_mutable,14153,179,75,34,39,0.12,0.052444444444444446
scarcity_mutable,14153,180,75,34,39,0.12,0.052444444444444446
scarcity_mutable,14153,185,74,34,39,0.12162162162162163,0.05332359386413441
scarcity_mutable,14153,190,70,32,39,0.1,0.052653061224489796
scarcity_mutable,14153,195,68,31,39,0.10294117647058823,0.05406574394463668
scarcity_mutable,14153,200,66,30,39,0.10606060606060606,0.05647382920110194
scarcity_mutable,14153,205,65,29,39,0.1076923076923077,0.05798816568047338
scarcity_mutable,14153,210,62,28,39,0.11290322580645161,0.06087408949011446
scarcity_mutable,14153,215,60,27,39,0.11666666666666667,0.0638888888888889
scarcity_mutable,14153,220,56,26,39,0.10714285714285714,0.06377551020408163
scarcity_mutable,14153,225,51,23,45,0.11764705882352941,0.06958861976163014
scarcity_mutable,14153,230,50,23,45,0.12,0.0712
scarcity_mutable,14153,235,48,22,45,0.125,0.07204861111111112
scarcity_mutable,14153,240,45,21,45,0.13333333333333333,0.07358024691358024
scarcity_mutable,14153,245,41,20,39,0.12195121951219512,0.074360499702558
scarcity_mutable,14153,250,37,18,45,0.13513513513513514,0.08108108108108109
scarcity_mutable,14153,255,36,18,45,0.1388888888888889,0.08179012345679013
scarcity_mutable,14153,260,33,16,60,0.15151515151515152,0.08723599632690543
scarcity_mutable,14153,265,31,16,39,0.12903225806451613,0.08428720083246617
scarcity_mutable,14153,270,28,15,45,0.14285714285714285,0.08418367346938775
scarcity_mutable,14153,275,24,13,45,0.16666666666666666,0.10069444444444445
scarcity_mutable,14153,280,22,13,45,0.18181818181818182,0.10330578512396693
scarcity_mutable,14153,285,19,11,44,0.15789473684210525,0.11357340720221605
scarcity_mutable,14153,290,16,10,45,0.1875,0.1171875
scarcity_mutable,14153,295,15,9,45,0.2,0.1288888888888889
scarcity_mutable,14153,300,15,9,45,0.2,0.1288888888888889
scarcity_mutable,14153,305,13,8,45,0.23076923076923078,0.14792899408284027
scarcity_mutable,14153,310,12,7,45,0.25,0.16666666666666666
scarcity_mutable,14153,315,10,6,45,0.3,0.2
scarcity_mutable,14153,320,9,6,44,0.2222222222222222,0.18518518518518517
scarcity_mutable,14153,325,9,6,44,0.2222222222222222,0.18518518518518517
scarcity_mutable,14153,330,9,6,44,0.2222222222222222,0.18518518518518517
scarcity_mutable,14153,335,9,6,44,0.2222222222222222,0.18518518518518517
scarcity_mutable,14153,339,9,6,44,0.2222222222222222,0.18518518518518517
neutral_bottleneck_mutable,14153,179,75,34,39,0.12,0.052444444444444446
neutral_bottleneck_mutable,14153,180,9,7,14,0.2222222222222222,0.16049382716049382
neutral_bottleneck_mutable,14153,185,11,7,45,0.2727272727272727,0.17355371900826444
neutral_bottleneck_mutable,14153,190,12,7,45,0.25,0.16666666666666666
neutral_bottleneck_mutable,14153,195,13,7,45,0.3076923076923077,0.18343195266272191
neutral_bottleneck_mutable,14153,200,14,7,45,0.2857142857142857,0.17346938775510204
neutral_bottleneck_mutable,14153,205,15,7,45,0.26666666666666666,0.17333333333333334
neutral_bottleneck_mutable,14153,210,17,7,45,0.23529411764705882,0.16262975778546715
neutral_bottleneck_mutable,14153,215,18,7,45,0.2222222222222222,0.16049382716049382
neutral_bottleneck_mutable,14153,220,19,7,45,0.2631578947368421,0.16897506925207753
neutral_bottleneck_mutable,14153,225,19,7,45,0.2631578947368421,0.16897506925207753
neutral_bottleneck_mutable,14153,230,20,7,45,0.25,0.17
neutral_bottleneck_mutable,14153,235,22,7,45,0.22727272727272727,0.16115702479338842
neutral_bottleneck_mutable,14153,240,24,7,14,0.20833333333333334,0.16319444444444445
neutral_bottleneck_mutable,14153,245,26,7,45,0.23076923076923078,0.16568047337278108
neutral_bottleneck_mutable,14153,250,27,7,45,0.2222222222222222,0.16323731138545952
neutral_bottleneck_mutable,14153,255,27,7,45,0.2222222222222222,0.16323731138545952
neutral_bottleneck_mutable,14153,260,27,7,45,0.2222222222222222,0.16323731138545952
