stepStart,stepEnd,totalVector,withinVector,reweightingVector,totalNorm,withinNorm,reweightingNorm,decompositionError,lineageTurnoverTV,lineageCountStart,lineageCountEnd,condition,seed
275,280,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
280,285,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
285,290,"[-0.000990700379420395,-0.0010660725192777054,0.00803303052637444,0.00029541550619782697]","[-0.0009907003794204837,-0.0010660725192776887,0.008033030526374422,0.0002954155061978825]","[0.0,0.0,0.0,0.0]",0.008169139955779224,0.008169139955779215,0.0,1.0765641690752774e-16,0.0,3,3,neutral_bottleneck_mutable,14071
290,295,"[-0.006243678071104819,-0.00921472757702918,0.0011328116996842108,0.003749644687565168]","[0.000540905020042639,-0.003849675763670418,-0.007863978041614204,0.004819608871618148]","[-0.006784583091147427,-0.00536505181335872,0.008996789741298444,-0.0010699641840530051]",0.011799907533721794,0.01000916390316741,0.012526028807447171,6.48900208367473e-17,0.06363636363636366,3,3,neutral_bottleneck_mutable,14071
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
300,305,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
305,310,"[-0.00017102328618856522,0.0049586825650508315,-0.015508551612178456,0.007657635504528304]","[-0.00454764417835116,0.00028161436583939905,-0.002647726634650756,0.0008172058892129764]","[0.004376620892162656,0.004677068199211333,-0.01286082497752772,0.006840429615315202]",0.017993674899063093,0.005332790641037928,0.015912953019426367,1.728771838378054e-16,0.060606060606060635,3,3,neutral_bottleneck_mutable,14071
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
315,320,"[0.011617370162807727,0.0017532912090565955,0.004488350604333224,-0.0045289597896343015]","[0.008415550517244989,0.0009337325498873229,-0.0009282013596411473,0.0022442506899243305]","[0.0032018196455626657,0.000819558659169297,0.005416551963974368,-0.006773210479558603]",0.013367650784150264,0.00880860748962553,0.00928109588450456,8.238110283803821e-17,0.06666666666666668,3,3,neutral_bottleneck_mutable,14071
320,325,"[0.009530782979364272,0.0062897330519327554,-0.013225346834460194,0.006895797730896991]","[0.005486463726119813,0.0016281728972671,-6.534278649383501e-05,-0.0002927526398754275]","[0.004044319253244503,0.004661560154665624,-0.013160004047966347,0.007188550370772408]",0.01878452531477773,0.005730811896173566,0.01621565984699214,5.714064323092614e-17,0.06363636363636366,3,3,neutral_bottleneck_mutable,14071
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14071
335,339,"[-1.5451556897749796e-05,-0.003043306856328476,0.003504579851480172,-0.009075708970166962]","[-0.0020566027897555047,-0.0029940180573069354,-0.0014950542712794284,-0.0033467213125884273]","[0.0020411512328577866,-4.92887990215362e-05,0.004999634122759661,-0.005728987657578512]",0.010193749487747691,0.005160376922329859,0.007873142236950603,7.222186353879772e-17,0.05303030303030304,3,3,neutral_bottleneck_mutable,14071
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,36,36,scarcity_mutable,14087
180,185,"[0.0007861513508200524,0.002815696841903359,0.0026736416732349166,0.004389885321451292]","[0.0004146074892405989,0.0011785179767708812,0.00016944710869266533,0.0001531759907042079]","[0.0003715438615795096,0.0016371788651324535,0.002504194564542134,0.004236709330747105]",0.00591317474663591,0.0012700311801208048,0.005199913061565141,1.3412680807301146e-16,0.049031476997578656,36,35,scarcity_mutable,14087
185,190,"[0.0010095864937880172,0.0018521069658701261,-0.0013841881947725398,-0.00025600767062328167]","[0.0009529130496806352,0.0004891370846380864,4.138174438628408e-05,-0.0015108498041979334]","[5.6673444107352324e-05,0.0013629698812321041,-0.0014255699391588041,0.0012548421335746246]",0.0025359578047415236,0.0018524788655834325,0.00233832786581356,7.844830211369122e-17,0.034391534391534404,35,35,scarcity_mutable,14087
190,195,"[-0.00235626659461724,-0.004901911913035906,0.0012864601215391014,-0.00032890695332282727]","[0.0,0.0,0.0,0.0]","[-0.0023562665946172956,-0.004901911913035957,0.0012864601215391922,-0.00032890695332286646]",0.005598561609585712,0.0,0.005598561609585804,1.2446406011705317e-16,0.05555555555555557,35,32,scarcity_mutable,14087
195,200,"[0.008643195882430899,-0.007879129413399466,0.0006855181829015233,0.00041475281661595975]","[0.00033891103269909973,1.8219216634325383e-05,3.051052804301244e-06,-0.0003021001595329262]","[0.008304284849731829,-0.007897348630033784,0.0006824671300971097,0.0007168529761489298]",0.011722946321345438,0.0004543857868078323,0.01150256066373304,1.244461025647345e-16,0.09590792838874679,32,28,scarcity_mutable,14087
200,205,"[-1.286391574661927e-05,-0.0008710925740936237,0.004091387479296715,-0.004702526670855411]","[6.325190711446415e-05,-0.0009271756761958575,0.001008626315245712,-0.0020215919373005285]","[-7.611582286111255e-05,5.608310210224735e-05,0.0030827611640509784,-0.0026809347335547905]",0.006293820489084655,0.002442911488991672,0.004086534763463132,1.0060499799235058e-16,0.021256038647343024,28,28,scarcity_mutable,14087
205,210,"[-0.0006824390988092732,0.001302340524194423,-0.0020686270348589386,0.003691555743117192]","[0.0,0.0,0.0,0.0]","[-0.0006824390988093128,0.0013023405241944274,-0.0020686270348588285,0.0036915557431172067]",0.004479800841380498,0.0,0.004479800841380468,1.180524911200452e-16,0.022222222222222227,28,27,scarcity_mutable,14087
210,215,"[-0.00451185543620386,-0.0010396584319160573,-0.004002021514086296,0.00165409228575919]","[-0.00015381435910272455,0.0015400766475209282,0.0001998382442394155,0.00046071469976985787]","[-0.004358041077101109,-0.0025797350794369684,-0.004201859758325703,0.0011933775859893443]",0.00633955255686662,0.0016271718703782356,0.006687849475067224,3.454302832168436e-17,0.021670190274841426,27,27,scarcity_mutable,14087
215,220,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,27,27,scarcity_mutable,14087
220,225,"[0.005313564194437015,0.00128856169964231,-0.005929113027992816,0.003594917464043168]","[9.95185982953771e-05,0.00021202316795700842,0.0005248820662856879,-0.0017999921235561456]","[0.005214045596141567,0.0010765385316851763,-0.006453995094278421,0.00539490958759921]",0.008830185081536223,0.0018895318477151156,0.009955114706731709,1.9552851993494916e-16,0.0979192166462668,27,24,scarcity_mutable,14087
225,230,"[-0.00017074228549207593,-0.002193854092481351,-0.0014744464375668898,0.004303029356794608]","[0.0001597980817687981,-0.0008585250628511731,4.960898286613371e-05,-0.00036882904850941755]","[-0.00033054036726084624,-0.0013353290296301127,-0.0015240554204330172,0.004671858405304016]",0.005052940000617674,0.0009492610961616266,0.005103074214189216,7.15432196408747e-17,0.04824561403508772,24,23,scarcity_mutable,14087
230,235,"[0.001317194555259027,-0.004036397907430378,-0.00041051720882134823,0.0034497292681644476]","[0.0005339980878954418,0.00023580145963869286,-0.0001600444642734734,-0.0002518296573390736]","[0.0007831964673635349,-0.0042721993670691155,-0.0002504727445478425,0.0037015589255034818]",0.005486042833033775,0.0006555827126334437,0.0057122114118099915,8.465473890855191e-17,0.05392156862745099,23,22,scarcity_mutable,14087
235,240,"[-0.0023701869973212775,-0.00750072432779797,-0.0006488907238583752,-0.0026945442544457077]","[-0.0004557688805571019,0.0025049786458855084,-0.001199866989381691,-0.0012176342196672544]","[-0.0019144181167640587,-0.010005702973683469,0.0005509762655232986,-0.0014769100347785235]",0.00834028055610643,0.0030667502627275073,0.010308439591876753,1.3789704839139916e-16,0.07685009487666031,22,21,scarcity_mutable,14087
240,245,"[0.002660582200719852,0.004663658622482636,-0.004132776994172527,0.006767731366936369]","[0.0004425495348999605,-0.0014007103199343552,-0.002879434259368672,0.0007478323973820777]","[0.0022180326658199495,0.006064368942416981,-0.0012533427348039358,0.006019898969554456]",0.009576556945605245,0.003317865946630607,0.008916630035552929,1.9311025572087667e-16,0.0578420467185762,21,20,scarcity_mutable,14087
245,250,"[0.0062999350184750336,0.0012427888345920568,-0.001019664311919466,0.0007165559493502172]","[0.0,0.0,0.0,0.0]","[0.006299935018475053,0.0012427888345920052,-0.0010196643119194434,0.0007165559493501647]",0.006541167561066303,0.0,0.0065411675610663024,7.930788821316471e-17,0.06896551724137928,20,18,scarcity_mutable,14087
250,255,"[0.004098370746393076,0.0021759957699334365,-0.001353348542645294,-0.005481388634957229]","[0.0007316611379086188,3.4942427199156446e-05,-0.0010260546199358587,0.0005300549481062221]","[0.00336670960848445,0.002141053342734305,-0.00032729392270939,-0.006011443583063622]",0.0073081306782909385,0.0013675874103865947,0.0072224246807076195,1.7780347074630695e-16,0.10185185185185185,18,16,scarcity_mutable,14087
255,260,"[-4.91307437606725e-05,0.010080046101100193,-0.002153160926595843,0.00797599011036948]","[0.000215194118186604,0.0001293729581291661,-0.0008393476591886053,0.0011046203190562356]","[-0.00026432486194733276,0.009950673142971002,-0.0013138132674072114,0.006871369791313198]",0.013033121784392965,0.0014098710625636984,0.01216665902133674,8.19405113954281e-17,0.03804347826086957,16,16,scarcity_mutable,14087
260,265,"[-0.005135929886720403,-0.009362657157951704,0.002216569688507808,0.002719071469439671]","[0.0003802954364326523,0.0018673098492177145,-0.00016887781894588073,-0.00042081622591844245]","[-0.005516225323153072,-0.011229967007169286,0.0023854475074536535,0.0031398876953580837]",0.011240269378381665,0.001958845758523408,0.013118313738746449,1.4065040166778897e-16,0.09782608695652177,16,16,scarcity_mutable,14087
265,270,"[-0.0014480746249059262,0.011070448035149505,0.0025745134959311855,0.012577283383654436]","[0.0003757584274861588,0.004731911408224826,0.003593484622314302,0.0010315745595607009]","[-0.001823833052392039,0.006338536626924591,-0.0010189711263831787,0.011545708824093668]",0.017013756694855015,0.006042305667032854,0.01333585797693644,1.3551191353160692e-16,0.08888888888888885,16,16,scarcity_mutable,14087
270,275,"[-0.0024174419083008436,0.004742831901100475,-0.012593928093400097,0.0013696731060846012]","[0.0,0.0,0.0,0.0]","[-0.002417441908300911,0.004742831901100551,-0.012593928093400111,0.0013696731060847162]",0.01374123389879414,0.0,0.013741233898794204,1.5409408128351395e-16,0.11111111111111113,16,14,scarcity_mutable,14087
275,280,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,14,14,scarcity_mutable,14087
280,285,"[0.013445359973218496,-0.013742920589698282,0.027228010681878523,-0.013267727187622425]","[0.001435094337694486,-0.0009305072983363642,-0.002206269529434499,0.006331395424298731]","[0.012010265635523983,-0.01281241329136186,0.029434280211313002,-0.019599122611921226]",0.035875377650442165,0.0069195038005396056,0.03948299474077072,9.592879659166617e-17,0.2291666666666666,14,11,scarcity_mutable,14087
285,290,"[0.01250664764917686,0.007974342778923948,-0.0020273477903420822,0.0028710254049701955]","[0.0,0.0,0.0,0.0]","[0.012506647649176937,0.007974342778923931,-0.002027347790342044,0.0028710254049702346]",0.015243336383988474,0.0,0.015243336383988532,9.542950190947465e-17,0.08333333333333337,11,10,scarcity_mutable,14087
290,295,"[0.014283304303560174,0.04434929845888408,0.004578585247053402,-0.02463094664296256]","[0.0,0.0,0.0,0.0]","[0.01428330430356025,0.04434929845888397,0.004578585247053443,-0.024630946642962497]",0.052901039980479424,0.0,0.05290103998047932,1.5422462453571532e-16,0.45454545454545453,10,5,scarcity_mutable,14087
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14087
300,305,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14087
305,310,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14087
310,315,"[-0.017056119574591078,-0.02074260337333317,-0.004508544651873614,0.053793007516705016]","[0.0,0.0,0.0,0.0]","[-0.017056119574591085,-0.020742603373333092,-0.004508544651873544,0.053793007516705106]",0.06029246588269866,0.0,0.06029246588269871,1.3764842223684933e-16,0.16666666666666669,5,4,scarcity_mutable,14087
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,scarcity_mutable,14087
320,325,"[-0.03663779582054727,-0.03148141356109607,-0.047920946745732995,0.024187054601996216]","[0.0,0.0,0.0,0.0]","[-0.03663779582054735,-0.03148141356109603,-0.04792094674573312,0.024187054601996126]",0.07221383683007154,0.0,0.07221383683007163,1.8001047556827141e-16,0.19999999999999998,4,3,scarcity_mutable,14087
325,330,"[0.005275010655341972,0.001999665140857587,-0.05012692225796295,-0.011372074826982104]","[0.010152484182374686,-0.01308580920642228,-0.009987541356245877,-0.006977010048716767]","[-0.004877473527032723,0.015085474347279797,-0.04013938090171704,-0.004395064778265297]",0.05170934943524114,0.020560666069533613,0.04338026945360778,8.90472610073259e-17,0.16666666666666666,3,3,scarcity_mutable,14087
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,scarcity_mutable,14087
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,scarcity_mutable,14087
179,180,"[0.11664992199391161,-0.010797672292359839,-0.004888243435847928,-0.07231823870629184]","[-0.0025441246982629787,-0.007501977229924053,-0.009685838382178878,0.0009854591616811357]","[0.11919404669217454,-0.003295695062435707,0.00479759494633092,-0.07330369786797311]",0.13775927047421227,0.01255144723781451,0.1400518882814116,1.7198276359575862e-16,0.8305084745762707,36,3,neutral_bottleneck_mutable,14087
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
185,190,"[-0.02625708692264217,0.007205152200122522,-0.01832145743332736,-0.001804229676892033]","[0.0006706458496300952,-0.007781321941981722,-0.0005947353464065089,-0.01706844591174969]","[-0.02692773277227232,0.014986474142104213,-0.01772672208692082,0.015264216234857703]",0.032867611399344514,0.018779890654500156,0.038690181864114916,8.021572188077059e-17,0.16666666666666666,3,3,neutral_bottleneck_mutable,14087
190,195,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
195,200,"[0.027677538997904816,0.006403744327293237,0.03990944577982297,-0.007006892197131964]","[0.004449799605251575,-0.0013970322371848933,-0.0001679582617555797,-0.006701453470981886]","[0.023227739392653296,0.007800776564478138,0.04007740404157858,-0.0003054387261500688]",0.04948650833413831,0.008166400933095192,0.04697522325470418,6.327580737097533e-17,0.15,3,3,neutral_bottleneck_mutable,14087
200,205,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
205,210,"[-0.019641961337437897,0.007285250607526383,-0.012010768136715144,0.006773320864116694]","[-0.001469012732952474,0.0014736928066992172,0.0032072766642207598,-0.0002877822254932355]","[-0.01817294860448542,0.005811557800827153,-0.01521804480093597,0.007061103089609914]",0.025080230229367492,0.0038339550216791012,0.025406265555154236,6.898116505343049e-17,0.10000000000000002,3,3,neutral_bottleneck_mutable,14087
210,215,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
215,220,"[0.0016404523542149496,-0.01777183823166084,-0.016660677278625413,-0.014713266144672443]","[-0.0034198376710961897,0.0011856032720156341,0.0005406789237923978,-0.002931204569204401]","[0.005060290025311193,-0.01895744150367644,-0.017201356202417792,-0.011782061575468017]",0.028505923701666654,0.004688841940225843,0.02863031179844458,7.183017363321106e-17,0.11904761904761905,3,3,neutral_bottleneck_mutable,14087
220,225,"[0.01878654466662044,0.002060986748576299,0.029693374337271483,-0.0003838923898881741]","[0.0038841612729002915,-0.0026331921784416117,0.005365106981974423,-0.0003967999418516867]","[0.014902383393720114,0.004694178927017907,0.024328267355297105,1.2907551963547287e-05]",0.03519979800778804,0.007138783717440157,0.02891333785172505,6.673614460242277e-17,0.08928571428571427,3,3,neutral_bottleneck_mutable,14087
225,230,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
230,235,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
235,240,"[-0.0175262236930932,0.009422490909791359,-0.009484488190451057,-0.002948232848571153]","[-0.004673717266608702,0.004016820328164039,0.00020288491638027376,-0.007864299558558527]","[-0.012852506426484597,0.005405670581627259,-0.009687373106831338,0.00491606670998729]",0.022239591836399376,0.009993340206006531,0.017675437915024978,1.4281737225308437e-16,0.06944444444444445,3,3,neutral_bottleneck_mutable,14087
240,245,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
245,250,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
250,255,"[0.015429685072208654,0.0037240033142226237,0.019463327144432996,-0.00024875489697195885]","[0.0026381425274831526,0.0014936284943237344,0.0008961159686998437,-0.00047215514368817625]","[0.012791542544725589,0.002230374819898976,0.018567211175733234,0.000223400246716271]",0.025116256979133444,0.003196353607384678,0.022658097250768214,1.5765187840657322e-16,0.06666666666666665,3,3,neutral_bottleneck_mutable,14087
255,260,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
260,265,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
265,270,"[-0.011751228917572298,0.0005506379479399137,-0.0078538790112615,0.0023188203209439373]","[-0.0006704045590481484,-0.0030923959286106723,0.0008914698320540723,-0.0007467476672979801]","[-0.01108082435852409,0.0036430338765505964,-0.00874534884331558,0.0030655679882418763]",0.014333698979232657,0.0033711578711412933,0.014897489646647537,7.320990371842621e-17,0.054545454545454536,3,3,neutral_bottleneck_mutable,14087
270,275,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
275,280,"[-0.000490393699712599,0.012238914831049608,0.013178239795174462,0.008701753705354753]","[0.0021304443290752345,-0.0007385911292652421,-0.00033682486065918763,0.0018260422722986272]","[-0.002620838028787875,0.012977505960314748,0.01351506465583363,0.006875711433056087]",0.01998544580113686,0.002920991486207679,0.020129998342900256,1.184449067653218e-16,0.08181818181818183,3,3,neutral_bottleneck_mutable,14087
280,285,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
285,290,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
290,295,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
300,305,"[-0.001095976390284803,-0.01760355682232151,-0.017368636186129827,-0.0007869441507550312]","[-0.0033598811488232683,-0.0034190064139705445,-0.002910732342331201,0.004307935132516107]","[0.0022639047585384445,-0.014184550408350947,-0.01445790384379858,-0.0050948792832711635]",0.02476641235842022,0.007071709416233753,0.021007510883263004,5.831999978089198e-17,0.08181818181818183,3,3,neutral_bottleneck_mutable,14087
305,310,"[-0.003672887175786954,0.012750773525073034,0.013237274151853162,0.006901432725939238]","[-0.0033598811488232527,-0.0034190064139705445,-0.002910732342331201,0.004307935132516107]","[-0.0003130060269636581,0.01616977993904352,0.016148006494184443,0.0025934975934231025]",0.01997317016238906,0.007071709416233746,0.02300095866596269,1.1201062603496377e-16,0.08181818181818183,3,3,neutral_bottleneck_mutable,14087
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
330,335,"[0.0021320579730720324,-0.016516285643632445,-0.01699055541280342,-0.0006020683915275993]","[0.0021657385167191488,0.0005007345220869771,1.939365094738072e-06,0.0005740722266528705]","[-3.368054364721179e-05,-0.017017020165719394,-0.016992494777898253,-0.0011761406181804955]",0.023798630680066858,0.00229580510212903,0.02407713220527217,1.3895568344458028e-16,0.08181818181818183,3,3,neutral_bottleneck_mutable,14087
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,3,3,neutral_bottleneck_mutable,14087
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,29,29,scarcity_mutable,14101
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,29,29,scarcity_mutable,14101
185,190,"[0.0020588830155817694,-0.004566823423335753,-0.003493631364359262,-0.004538171443967232]","[0.00034805162430528286,-0.00010251311647260103,0.0007062066333702501,-0.0002694558189356667]","[0.0017108313912764669,-0.004464310306863094,-0.0041998379977295,-0.0042687156250315545]",0.007608898449621571,0.0008384408861720096,0.007662739905536537,6.348945730034021e-17,0.032758620689655175,29,28,scarcity_mutable,14101
190,195,"[-0.00029645559947610867,0.0036221117991614427,-0.0002961873854467889,0.003447980576442633]","[-0.0006055000492320142,-0.0006882099010286256,0.0008352021587001391,-0.00010025579173650667]","[0.0003090444497558735,0.0043103217001900455,-0.0011313895441470133,0.0035482363681791996]",0.005018353996173323,0.0012441370692845256,0.005704770394689765,1.1126071125131844e-16,0.025246305418719202,28,28,scarcity_mutable,14101
195,200,"[-0.00026698247548417875,-0.007217433808019591,0.0031671147185533544,-0.003984741421987625]","[0.0024258826923908724,-0.0013383742562391291,0.00024128533610727557,-0.00036449112368683697]","[-0.0026928651678751027,-0.005879059551780542,0.0029258293824461117,-0.0036202502983008937]",0.008835802751077069,0.002804857372429501,0.007967531225120473,1.4536850760757766e-16,0.04548517520215635,28,27,scarcity_mutable,14101
200,205,"[0.0011949379497576684,-0.004185187099796761,-0.0053506555621617435,-0.002486924132366619]","[0.0,0.0,0.0,0.0]","[0.0011949379497577053,-0.004185187099796728,-0.0053506555621617114,-0.002486924132366588]",0.007331982975233654,0.0,0.007331982975233607,6.670936586094177e-17,0.018867924528301907,27,26,scarcity_mutable,14101
205,210,"[-0.0016778499027264582,-0.0031759365939927897,-0.00012992493297070418,0.000824193893941616]","[0.0019431023323506764,-0.0009781425239949633,-0.0008913058830863986,0.0009583359032208631]","[-0.003620952235077231,-0.0021977940699979496,0.0007613809501157265,-0.00013414200927924108]",0.0036875370653269095,0.002538748382936058,0.004305727452206137,1.5970121347649338e-16,0.048273155416012514,26,25,scarcity_mutable,14101
210,215,"[0.007100384505228541,0.007152187491693163,-0.0037401091281640264,0.005046593821908307]","[0.0018712074332938465,0.0001769333095075987,-0.0021424616631821824,0.0013643502304195375]","[0.005229177071934746,0.006975254182185557,-0.0015976474649818202,0.0036822435914888032]",0.011875427214728769,0.0031597968580082273,0.009597388136632192,6.642116649049566e-17,0.04658385093167704,25,25,scarcity_mutable,14101
215,220,"[-0.007506709042945259,-0.0017721864809395194,0.00019357949601078728,-0.005302671387608926]","[-0.0020029622808197894,0.0016512469677802,0.0012476535316177486,-0.0005968375554751017]","[-0.005503746762125595,-0.003423433448719648,-0.0010540740356070428,-0.004705833832133865]",0.009362004189536718,0.002941314136499849,0.008078803694088444,1.7038139689769855e-16,0.0745341614906832,25,23,scarcity_mutable,14101
220,225,"[0.006201766667371378,-0.004687353148810747,0.004762852356404779,0.0068100525629538056]","[0.0,0.0,0.0,0.0]","[0.006201766667371551,-0.004687353148810751,0.004762852356404879,0.006810052562953727]",0.01137957678550872,0.0,0.011379576785508811,2.155564068663029e-16,0.07142857142857141,23,20,scarcity_mutable,14101
225,230,"[-0.000947931928741097,-0.001020047342968844,0.000901247594633281,-0.004214587845271234]","[0.0003810704560311421,8.63017248411509e-05,-0.00015626012093055864,0.00022808984723198322]","[-0.001329002384772216,-0.0011063490678100217,0.0010575077155638903,-0.004442677692503132]",0.004529246014047472,0.0004786490196102804,0.004883232868348227,1.051720815728564e-16,0.02496626180836705,20,20,scarcity_mutable,14101
230,235,"[0.0017711096543996385,-0.005475481163258689,0.006073277299054991,-0.006214970428718547]","[-0.0010747723785971863,-0.0006067828649828582,0.000910858910944787,-0.0009728346220766671]","[0.0028458820329968796,-0.004868698298275768,0.005162418388110154,-0.005242135806641923]",0.010422489048119505,0.0018164229321914085,0.009270049573467394,1.060509349805527e-16,0.07443609022556393,20,18,scarcity_mutable,14101
