condition,seed,step,population,meanEnergy,ruleDiversity,lineageDiversity,scarcityActive,forage_weight,hazard_avoidance,exploration,reproduction_threshold
stable_mutable,14003,0,72,7.001781779759688,0.095080240663403,0.9999999999999998,False,0.49182892603565914,0.47308871359467614,0.4288873030493865,0.4158107077946316
stable_mutable,14003,5,79,7.025003623761758,0.09432407057972547,0.9929724521564699,False,0.4934518454900002,0.471118653744637,0.4271715641338956,0.41019593517366193
stable_mutable,14003,10,85,6.725062191496221,0.09487421702248176,0.989235457768083,False,0.4946803463172914,0.4696896598309408,0.42856480632908694,0.4085386089357924
stable_mutable,14003,15,90,6.455447625301987,0.09472282841374628,0.981025797698781,False,0.49710321089474224,0.4688343473908103,0.4238739954130831,0.4074286066067439
stable_mutable,14003,20,91,6.405257692947721,0.09445779360474374,0.9786116865589178,False,0.4967507158624485,0.46864995702917994,0.4230543046629923,0.4063356581804206
stable_mutable,14003,25,93,6.14874677481981,0.0939830956369296,0.9783616630456956,False,0.49835264733795964,0.4682932773742911,0.42349751694529153,0.40789754054038113
stable_mutable,14003,30,99,5.682156061194366,0.09301865213725863,0.973763175410653,False,0.5028628641176479,0.46340344960921376,0.4229018009925191,0.4082250655993621
stable_mutable,14003,35,99,5.440489394527698,0.09301865213725863,0.973763175410653,False,0.5028628641176479,0.46340344960921376,0.4229018009925191,0.4082250655993621
stable_mutable,14003,40,99,5.19882272786103,0.09301865213725863,0.973763175410653,False,0.5028628641176479,0.46340344960921376,0.4229018009925191,0.4082250655993621
stable_mutable,14003,45,99,4.957156061194364,0.09301865213725863,0.973763175410653,False,0.5028628641176479,0.46340344960921376,0.4229018009925191,0.4082250655993621
stable_mutable,14003,50,100,4.7230372343517875,0.09299534059494723,0.9738786838295145,False,0.5029419665689701,0.4620335256868533,0.4221097764345192,0.4091447281386463
stable_mutable,14003,55,100,4.528990576545186,0.0937385665443495,0.9738786838295145,False,0.5066925316359826,0.4637515716863294,0.4210746034275084,0.409138025814508
stable_mutable,14003,60,96,4.51501516507339,0.09472396746249194,0.9444359676783941,False,0.5104824987966913,0.4570507754935334,0.4193081146635842,0.4073347936314788
stable_mutable,14003,65,88,4.699557396690773,0.09384381192751098,0.9239744972969038,False,0.5156173063777827,0.45226311473001174,0.41349149307592553,0.4070763950245402
stable_mutable,14003,70,84,4.697044800014774,0.09467527913007251,0.9072422079324807,False,0.519293086637068,0.4523841293995415,0.41194408195976734,0.40689407838697766
stable_mutable,14003,75,83,4.558098971702303,0.09455028464446585,0.8989845567766264,False,0.5185173004347349,0.4459532172180531,0.40992172827433376,0.40744925451854164
stable_mutable,14003,80,78,4.643812904900636,0.09412626337832126,0.8626252002095899,False,0.5207045784355389,0.44022665496812946,0.40875165566666394,0.40473098697904636
stable_mutable,14003,85,75,4.674525239304213,0.0928331916748479,0.8445758098479165,False,0.5244115979578394,0.4377171316325314,0.4101969160479589,0.40125565775402944
stable_mutable,14003,90,74,4.595070108237278,0.09313232618524961,0.8392078280756519,False,0.5249404876562169,0.43745120798344556,0.41141640361649995,0.4023657674108074
stable_mutable,14003,95,72,4.6120348133830555,0.09319964165354176,0.8326589229874043,False,0.5264848431476228,0.4391450648853811,0.4099025415370315,0.39953124361723463
stable_mutable,14003,100,71,4.567747626843789,0.09165963663534968,0.8055510055461246,False,0.5218929678515025,0.43122419302261583,0.4075900253559544,0.39314284189260623
stable_mutable,14003,105,71,4.423811489088008,0.09011033214640712,0.8009854696477267,False,0.5229882007134381,0.42623939337854083,0.4054357042477622,0.391526554436979
stable_mutable,14003,110,69,4.43710793280803,0.0903861085370607,0.7933283699791,False,0.5221522591107766,0.42359501514038533,0.40306120679783336,0.3912554430253158
stable_mutable,14003,115,69,4.338919527010927,0.0903861085370607,0.7933283699791,False,0.5221522591107766,0.42359501514038533,0.40306120679783336,0.3912554430253158
stable_mutable,14003,120,66,4.450665560640293,0.08855318146202747,0.773992527638959,False,0.5253401741068163,0.42428957345343143,0.39740809699824786,0.3965934104539507
stable_mutable,14003,125,63,4.592210672142936,0.08724930189675381,0.7668152732087303,False,0.5265172161832149,0.4295147386275982,0.39904916816567,0.40104229660303686
stable_mutable,14003,130,64,4.428619852148935,0.08711917577498776,0.765435241229355,False,0.5265948572778755,0.42774547933001095,0.39758114094617003,0.401977663137504
stable_mutable,14003,135,63,4.410685541135767,0.08661967810444791,0.7584667564640634,False,0.5261375812138562,0.42774927297176185,0.39534094123543345,0.39950876142366015
stable_mutable,14003,140,62,4.398757859420648,0.08733772217530308,0.7565616229048571,False,0.5307697393378639,0.42441617336849047,0.3978700939731945,0.39688817603744303
stable_mutable,14003,145,61,4.40383183700062,0.08740365881946052,0.7493418705067122,False,0.531200553661193,0.42465519776761695,0.39624100613524404,0.39503942423527016
stable_mutable,14003,150,60,4.438283694925721,0.08768493476675754,0.7473479005281861,False,0.5304519268647019,0.42292281570281276,0.39626617739838976,0.39632898232442165
stable_mutable,14003,155,57,4.619410883798266,0.08901965150761647,0.7448280868755075,False,0.5308455928902757,0.42042830389831576,0.39551701627185615,0.39713038359957664
stable_mutable,14003,160,57,4.576821378403999,0.08866795552310433,0.7345642626227802,False,0.5349680272791256,0.41669043115651033,0.392324544878385,0.3983444356575801
stable_mutable,14003,165,56,4.619688890107834,0.08758144381030063,0.7266611543932755,False,0.5342961627078365,0.4190586545599784,0.3885318388052789,0.39956655658198015
stable_mutable,14003,170,56,4.584867461536404,0.08758144381030063,0.7266611543932755,False,0.5342961627078365,0.4190586545599784,0.3885318388052789,0.39956655658198015
stable_mutable,14003,175,56,4.606296032964975,0.08758144381030063,0.7266611543932755,False,0.5342961627078365,0.4190586545599784,0.3885318388052789,0.39956655658198015
stable_mutable,14003,179,55,4.7094184800010925,0.08811287060837683,0.7266648112370832,False,0.5355922213221894,0.42033309814839226,0.3889836135776569,0.39996272352252843
stable_mutable,14003,180,56,4.63091957211724,0.08886740802451847,0.7288459676550338,False,0.5390701112394556,0.42275634318296523,0.3876550293318301,0.40127535619138294
stable_mutable,14003,185,55,4.714427786610661,0.0892600710032374,0.7207711194409697,False,0.5398481779760916,0.4208183372931076,0.3877733582837349,0.40015467529863874
stable_mutable,14003,190,55,4.6808198276563875,0.0892600710032374,0.7207711194409697,False,0.5398481779760916,0.4208183372931076,0.3877733582837349,0.40015467529863874
stable_mutable,14003,195,55,4.645734144147057,0.0892600710032374,0.7207711194409697,False,0.5398481779760916,0.4208183372931076,0.3877733582837349,0.40015467529863874
stable_mutable,14003,200,55,4.60547462273802,0.0892600710032374,0.7207711194409697,False,0.5398481779760916,0.4208183372931076,0.3877733582837349,0.40015467529863874
stable_mutable,14003,205,54,4.691526436899814,0.08907849632758812,0.7124759367417788,False,0.5429148805902885,0.4193196571339773,0.38796254606442027,0.4016884698067373
stable_mutable,14003,210,53,4.793198839775586,0.08944932263250464,0.7138731420922951,False,0.5422840559322205,0.4172051205057408,0.3875626707859741,0.40045401969692396
stable_mutable,14003,215,53,4.785628406671667,0.08987549444190951,0.7054485648952253,False,0.5400034606313235,0.4131035130595392,0.38934576404407967,0.3959823545796242
stable_mutable,14003,220,52,4.848727631347885,0.09011788905454791,0.7088639552421965,False,0.5380136540976347,0.4138989054280798,0.3874191226483267,0.39576237511129947
stable_mutable,14003,225,51,4.943888969685621,0.08957072304821949,0.7064628854019323,False,0.5351715434555075,0.41128720009952147,0.3893571478038898,0.39432419197848817
stable_mutable,14003,230,51,4.989011442185269,0.08957072304821949,0.7064628854019323,False,0.5351715434555075,0.41128720009952147,0.3893571478038898,0.39432419197848817
