cadenceSteps,condition,seed,founderId,stepStart,stepEnd,deltaP,midpointCell,fluxMagnitude,sourceCell,targetCell
5,scarcity_mutable,14041,32,250,255,0.006912442396313362,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,250,255,0.006912442396313362,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,48,250,255,0.003456221198156681,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,50,250,255,0.003456221198156681,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,53,250,255,0.003456221198156681,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,54,250,255,-0.03225806451612903,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,55,250,255,0.013824884792626724,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,250,255,-0.02880184331797235,1.1.1.1,0.0018753804652808005,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,250,255,0.003456221198156681,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,250,255,0.003456221198156681,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,255,260,0.005291005291005291,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,255,260,0.0026455026455026454,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,255,260,0.003968253968253968,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,255,260,0.003968253968253968,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,20,255,260,0.0,2.1.2.2,0.0,2.1.2.2,2.1.2.2
5,scarcity_mutable,14041,25,255,260,0.0013227513227513227,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,255,260,0.0013227513227513227,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,255,260,0.0026455026455026454,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,255,260,0.0026455026455026454,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,48,255,260,-0.03571428571428571,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,50,255,260,0.0013227513227513227,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,53,255,260,0.0013227513227513227,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,54,255,260,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,55,255,260,0.005291005291005291,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,255,260,0.0013227513227513227,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,255,260,0.0013227513227513227,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,255,260,0.0013227513227513227,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,260,265,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,260,265,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,260,265,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,260,265,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,260,265,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,260,265,0.0,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,260,265,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,260,265,0.0,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,48,260,265,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,50,260,265,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,53,260,265,0.0,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,260,265,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,260,265,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,260,265,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,260,265,0.0,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,265,270,-0.01771336553945249,2.1.1.1,0.0006175683446292895,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,265,270,-0.030595813204508854,2.1.1.2,0.002143367628286394,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,265,270,0.019323671497584544,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,265,270,-0.024154589371980673,2.1.1.2,0.0027508844685386687,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,265,270,0.006441223832528181,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,265,270,0.006441223832528181,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,265,270,0.012882447665056362,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,265,270,0.012882447665056362,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,50,265,270,-0.037037037037037035,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,53,265,270,0.006441223832528181,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,265,270,0.025764895330112725,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,265,270,0.006441223832528181,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,265,270,0.006441223832528181,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,265,270,0.006441223832528181,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,270,275,0.005928853754940705,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,270,275,0.0019762845849802396,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,270,275,0.005928853754940705,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,270,275,0.003952569169960479,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,270,275,0.0019762845849802396,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,270,275,0.0019762845849802396,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,270,275,0.003952569169960479,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,270,275,0.003952569169960479,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,50,270,275,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,53,270,275,0.0019762845849802396,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,270,275,-0.03754940711462451,2.1.1.2,0.005173885180548946,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,270,275,0.0019762845849802396,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,270,275,0.0019762845849802396,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,270,275,0.0019762845849802396,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,275,280,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,275,280,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,275,280,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,275,280,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,275,280,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,275,280,0.0,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,275,280,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,275,280,0.0,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,53,275,280,0.0,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,275,280,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,275,280,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,275,280,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,275,280,0.0,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,280,285,-0.031100478468899517,2.1.1.1,0.0032672716150095775,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,280,285,0.007177033492822962,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,280,285,-0.031100478468899517,2.1.1.2,0.0017067184471594198,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,280,285,0.014354066985645925,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,280,285,0.007177033492822962,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,280,285,0.007177033492822962,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,280,285,-0.038277511961722493,2.1.2.1,0.0029652312940209313,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,280,285,0.014354066985645925,1.0.1.1,0.0,1.0.1.1,1.0.1.1
5,scarcity_mutable,14041,53,280,285,0.007177033492822962,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,280,285,0.0215311004784689,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,280,285,0.007177033492822962,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,280,285,0.007177033492822962,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,280,285,0.007177033492822962,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,285,290,0.012383900928792574,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,285,290,0.006191950464396287,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,285,290,0.012383900928792574,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,285,290,0.012383900928792574,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,285,290,0.006191950464396287,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,285,290,0.006191950464396287,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,285,290,0.006191950464396287,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,285,290,-0.04643962848297213,2.0.1.1,0.0022006229463404038,1.0.1.1,2.0.1.1
5,scarcity_mutable,14041,53,285,290,0.006191950464396287,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,285,290,-0.040247678018575844,2.1.1.2,0.0008936885197550446,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,285,290,0.006191950464396287,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,285,290,0.006191950464396287,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,285,290,0.006191950464396287,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,290,295,0.01568627450980392,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,290,295,0.00784313725490196,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,290,295,0.01568627450980392,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,290,295,0.01568627450980392,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,290,295,0.00784313725490196,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,290,295,-0.058823529411764705,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,290,295,0.00784313725490196,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,290,295,0.00784313725490196,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,53,290,295,0.00784313725490196,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,290,295,0.01568627450980392,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,290,295,0.00784313725490196,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,290,295,-0.058823529411764705,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,290,295,0.00784313725490196,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,295,300,0.04848484848484849,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,295,300,0.024242424242424246,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,295,300,0.04848484848484849,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,295,300,-0.04242424242424242,2.1.1.2,0.009631940385216087,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,295,300,0.024242424242424246,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,26,295,300,0.0,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14041,32,295,300,0.024242424242424246,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,295,300,0.024242424242424246,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,53,295,300,-0.06666666666666667,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,295,300,-0.04242424242424242,2.1.1.2,0.0017141442898296062,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,295,300,0.024242424242424246,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,58,295,300,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,71,295,300,-0.06666666666666667,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,300,305,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,300,305,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,300,305,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,300,305,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,300,305,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,300,305,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,300,305,0.0,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,53,300,305,0.0,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14041,55,300,305,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,300,305,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,71,300,305,0.0,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14041,2,305,310,0.018181818181818188,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,305,310,-0.09090909090909091,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,305,310,0.018181818181818188,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,305,310,0.009090909090909094,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,305,310,0.009090909090909094,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,305,310,0.009090909090909094,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,305,310,0.009090909090909094,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,55,305,310,0.009090909090909094,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,305,310,0.009090909090909094,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,2,310,315,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,4,310,315,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,14,310,315,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,310,315,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,310,315,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,310,315,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,310,315,0.0,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,55,310,315,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,310,315,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,2,315,320,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,14,315,320,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,315,320,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,315,320,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,315,320,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,315,320,0.0,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,55,315,320,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,315,320,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,2,320,325,0.0222222222222222,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,14,320,325,0.0222222222222222,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,320,325,-0.1,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,320,325,0.0111111111111111,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,320,325,0.0111111111111111,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,320,325,0.0111111111111111,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,55,320,325,0.0111111111111111,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,320,325,0.0111111111111111,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,2,325,330,-0.07936507936507936,2.1.1.1,0.009275028586928266,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,14,325,330,0.06349206349206349,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,17,325,330,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,325,330,0.031746031746031744,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,325,330,0.031746031746031744,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,325,330,-0.1111111111111111,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,55,325,330,0.031746031746031744,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,325,330,0.031746031746031744,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,2,330,335,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,14,330,335,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,330,335,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,330,335,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,38,330,335,0.0,2.0.1.1,0.0,2.0.1.1,2.0.1.1
5,scarcity_mutable,14041,55,330,335,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,330,335,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,2,335,339,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14041,14,335,339,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,25,335,339,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14041,32,335,339,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14041,55,335,339,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14041,56,335,339,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,12,179,180,0.0,2.1.0.1,0.0,2.1.0.1,2.1.0.1
5,scarcity_mutable,14057,13,179,180,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,17,179,180,0.0,2.2.1.1,0.0,2.2.1.1,2.2.1.1
5,scarcity_mutable,14057,19,179,180,0.0,1.1.2.1,0.0,1.1.2.1,1.1.2.1
5,scarcity_mutable,14057,24,179,180,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,25,179,180,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14057,27,179,180,0.0,1.2.1.1,0.0,1.2.1.1,1.2.1.1
5,scarcity_mutable,14057,28,179,180,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14057,33,179,180,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,34,179,180,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,38,179,180,0.0,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14057,40,179,180,0.0,2.1.1.0,0.0,2.1.1.0,2.1.1.0
5,scarcity_mutable,14057,44,179,180,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,47,179,180,0.0,1.0.2.2,0.0,1.0.2.2,1.0.2.2
5,scarcity_mutable,14057,50,179,180,0.0,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14057,51,179,180,0.0,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,54,179,180,0.0,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14057,58,179,180,0.0,1.2.1.0,0.0,1.2.1.0,1.2.1.0
5,scarcity_mutable,14057,61,179,180,0.0,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14057,68,179,180,0.0,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,70,179,180,0.0,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14057,71,179,180,0.0,2.2.2.1,0.0,2.2.2.1,2.2.2.1
5,scarcity_mutable,14057,12,180,185,0.004273504273504286,2.1.0.1,0.0,2.1.0.1,2.1.0.1
5,scarcity_mutable,14057,13,180,185,0.0014245014245014287,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,17,180,185,-0.018518518518518517,2.2.1.1,0.0,2.2.1.1,2.2.1.1
5,scarcity_mutable,14057,19,180,185,0.0007122507122507143,1.1.2.1,0.0,1.1.2.1,1.1.2.1
5,scarcity_mutable,14057,24,180,185,0.0007122507122507143,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,25,180,185,0.0007122507122507143,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14057,27,180,185,0.0007122507122507143,1.2.1.1,0.0,1.2.1.1,1.2.1.1
5,scarcity_mutable,14057,28,180,185,0.0049857549857549865,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14057,33,180,185,0.0007122507122507143,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,34,180,185,0.0007122507122507143,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,38,180,185,0.0007122507122507143,2.1.2.1,0.0,2.1.2.1,2.1.2.1
5,scarcity_mutable,14057,40,180,185,0.0007122507122507143,2.1.1.0,0.0,2.1.1.0,2.1.1.0
5,scarcity_mutable,14057,44,180,185,0.0007122507122507143,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,47,180,185,-0.013532763532763531,1.0.2.2,0.0011257096124686991,1.0.2.2,1.0.2.2
5,scarcity_mutable,14057,50,180,185,0.0035612535612535717,2.1.1.2,0.0,2.1.1.2,2.1.1.2
5,scarcity_mutable,14057,51,180,185,0.0014245014245014287,1.1.1.1,0.0,1.1.1.1,1.1.1.1
5,scarcity_mutable,14057,54,180,185,0.0014245014245014287,2.2.1.2,0.0,2.2.1.2,2.2.1.2
5,scarcity_mutable,14057,58,180,185,0.0007122507122507143,1.2.1.0,0.0,1.2.1.0,1.2.1.0
5,scarcity_mutable,14057,61,180,185,0.0007122507122507143,1.1.1.2,0.0,1.1.1.2,1.1.1.2
5,scarcity_mutable,14057,68,180,185,0.0049857549857549865,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,70,180,185,0.0014245014245014287,1.1.2.2,0.0,1.1.2.2,1.1.2.2
5,scarcity_mutable,14057,71,180,185,0.0007122507122507143,2.2.2.1,0.0,2.2.2.1,2.2.2.1
5,scarcity_mutable,14057,12,185,190,0.0046153846153846045,2.1.0.1,0.0,2.1.0.1,2.1.0.1
5,scarcity_mutable,14057,13,185,190,0.0015384615384615372,2.1.1.1,0.0,2.1.1.1,2.1.1.1
5,scarcity_mutable,14057,17,185,190,0.0,2.2.1.1,0.0,2.2.1.1,2.2.1.1
5,scarcity_mutable,14057,19,185,190,-0.019230769230769232,1.1.2.1,0.0,1.1.2.1,1.1.2.1
5,scarcity_mutable,14057,24,185,190,0.0007692307692307686,1.1.1.1,0.0,1.1.1.1,1.1.1.1
