from_rule,to_rule,syntactic_distance,observable_distance,observer_id
78,79,0.125,0.005246028631744621,OBSERVER-EBID-CORE
78,94,0.125,0.042553062034141685,OBSERVER-EBID-CORE
78,110,0.125,0.2267662333404126,OBSERVER-EBID-CORE
78,206,0.125,0.17407127088357544,OBSERVER-EBID-CORE
79,95,0.125,0.20086529483401883,OBSERVER-EBID-CORE
79,111,0.125,0.2255634608850217,OBSERVER-EBID-CORE
79,207,0.125,0.17424869650728927,OBSERVER-EBID-CORE
80,81,0.125,0.07910681175946539,OBSERVER-EBID-CORE
80,82,0.125,0.11054238743327904,OBSERVER-EBID-CORE
80,84,0.125,0.1009378955242461,OBSERVER-EBID-CORE
80,88,0.125,0.04197980196296222,OBSERVER-EBID-CORE
80,112,0.125,0.0854947779522883,OBSERVER-EBID-CORE
80,208,0.125,0.05818443313409214,OBSERVER-EBID-CORE
81,83,0.125,0.003753688292476322,OBSERVER-EBID-CORE
81,85,0.125,0.05722317790004328,OBSERVER-EBID-CORE
81,89,0.125,0.21813227260147877,OBSERVER-EBID-CORE
81,113,0.125,0.058546367138736274,OBSERVER-EBID-CORE
81,209,0.125,0.015730226606054488,OBSERVER-EBID-CORE
82,83,0.125,0.09087995077813342,OBSERVER-EBID-CORE
82,86,0.125,0.2206932985120732,OBSERVER-EBID-CORE
82,90,0.125,0.08563561460081957,OBSERVER-EBID-CORE
82,114,0.125,0.07152816286137373,OBSERVER-EBID-CORE
82,210,0.125,0.039902200060043476,OBSERVER-EBID-CORE
83,87,0.125,0.11796662436917188,OBSERVER-EBID-CORE
83,91,0.125,0.06605365400562835,OBSERVER-EBID-CORE
83,115,0.125,0.059238976621997085,OBSERVER-EBID-CORE
83,211,0.125,0.0545451971576721,OBSERVER-EBID-CORE
84,85,0.125,0.026830103495370492,OBSERVER-EBID-CORE
84,86,0.125,0.20237288112643867,OBSERVER-EBID-CORE
84,92,0.125,0.1622933968294404,OBSERVER-EBID-CORE
84,116,0.125,0.06455918225151488,OBSERVER-EBID-CORE
84,212,0.125,0.01222849744039794,OBSERVER-EBID-CORE
85,87,0.125,0.1742133276543844,OBSERVER-EBID-CORE
85,93,0.125,0.1607436193549543,OBSERVER-EBID-CORE
85,117,0.125,0.05966779919975259,OBSERVER-EBID-CORE
85,213,0.125,0.0294335982328664,OBSERVER-EBID-CORE
86,87,0.125,0.2745424659423773,OBSERVER-EBID-CORE
86,94,0.125,0.25192704301181323,OBSERVER-EBID-CORE
86,118,0.125,0.22346161387681915,OBSERVER-EBID-CORE
