condition,seed,founderId,stepStart,stepEnd,pStart,pEnd,deltaP,muStart,muEnd,midpoint,fluxVector,fluxMagnitude,sourceCell,targetCell,midpointCell,crossesCellBoundary
scarcity_mutable,14029,29,255,260,0.07407407407407407,0.07692307692307693,0.0028490028490028574,"[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,39,255,260,0.037037037037037035,0.038461538461538464,0.0014245014245014287,"[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,46,255,260,0.1111111111111111,0.11538461538461539,0.004273504273504286,"[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.0,0.0,0.0,0.0]",0.0,3.2.2.1,3.2.2.1,3.2.2.1,False
scarcity_mutable,14029,49,255,260,0.1111111111111111,0.11538461538461539,0.004273504273504286,"[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,52,255,260,0.037037037037037035,0.038461538461538464,0.0014245014245014287,"[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.0,0.0,0.0,0.0]",0.0,3.1.1.1,3.1.1.1,3.1.1.1,False
scarcity_mutable,14029,54,255,260,0.037037037037037035,0.038461538461538464,0.0014245014245014287,"[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14029,57,255,260,0.2222222222222222,0.23076923076923078,0.008547008547008572,"[0.6903877296710231,0.4241135761113126,0.42580374690314665,0.6852839818410311]","[0.6903877296710231,0.4241135761113126,0.42580374690314665,0.6852839818410311]","[0.6903877296710231,0.4241135761113126,0.42580374690314665,0.6852839818410311]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,59,255,260,0.037037037037037035,0.038461538461538464,0.0014245014245014287,"[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
scarcity_mutable,14029,64,255,260,0.037037037037037035,0.038461538461538464,0.0014245014245014287,"[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,3,260,265,0.11538461538461539,0.125,0.009615384615384609,"[0.45665037475055814,0.40983298608536173,0.24532724578151588,0.35568467947928445]","[0.45665037475055814,0.40983298608536173,0.24532724578151588,0.35568467947928445]","[0.45665037475055814,0.40983298608536173,0.24532724578151588,0.35568467947928445]","[0.0,0.0,0.0,0.0]",0.0,1.1.0.1,1.1.0.1,1.1.0.1,False
scarcity_mutable,14029,4,260,265,0.07692307692307693,0.08333333333333333,0.006410256410256401,"[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,21,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,23,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,29,260,265,0.07692307692307693,0.08333333333333333,0.006410256410256401,"[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,39,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,46,260,265,0.11538461538461539,0.125,0.009615384615384609,"[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.0,0.0,0.0,0.0]",0.0,3.2.2.1,3.2.2.1,3.2.2.1,False
scarcity_mutable,14029,49,260,265,0.11538461538461539,0.125,0.009615384615384609,"[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,52,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.0,0.0,0.0,0.0]",0.0,3.1.1.1,3.1.1.1,3.1.1.1,False
scarcity_mutable,14029,54,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14029,57,260,265,0.23076923076923078,0.16666666666666666,-0.06410256410256412,"[0.6903877296710231,0.4241135761113126,0.42580374690314665,0.6852839818410311]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6810281170026269,0.4143887978023091,0.42675289909769254,0.6788433149695401]","[-0.0037198460605164345,-0.003864975994603969,0.0003772271542426076,-0.0025597522181566917]",0.005955663346518225,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,59,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
scarcity_mutable,14029,64,260,265,0.038461538461538464,0.041666666666666664,0.0032051282051282007,"[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,3,265,270,0.125,0.09090909090909091,-0.03409090909090909,"[0.45665037475055814,0.40983298608536173,0.24532724578151588,0.35568467947928445]","[0.46053272225525654,0.4142325536286336,0.23402604584148176,0.3535153962824962]","[0.45859154850290734,0.41203276985699766,0.23967664581149883,0.35460003788089034]","[0.0004191170601663048,0.00047495331433048543,-0.0012200159026173195,-0.00023418398147146143]",0.0013944607203980103,1.1.0.1,1.1.0.1,1.1.0.1,False
scarcity_mutable,14029,4,265,270,0.08333333333333333,0.09090909090909091,0.007575757575757583,"[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,21,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,23,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,29,265,270,0.08333333333333333,0.09090909090909091,0.007575757575757583,"[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,39,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,46,265,270,0.125,0.13636363636363635,0.011363636363636354,"[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.0,0.0,0.0,0.0]",0.0,3.2.2.1,3.2.2.1,3.2.2.1,False
scarcity_mutable,14029,49,265,270,0.125,0.09090909090909091,-0.03409090909090909,"[0.48422942406408254,0.3061033274799673,0.3137990838709099,0.4357504224608191]","[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.49337354638704206,0.3013684341752651,0.296191214385952,0.4328884703033859]","[0.0019742991379117156,-0.0010223065089697988,-0.0038016990933431903,-0.000617921488536709]",0.004447213807156434,1.1.1.1,2.1.1.1,1.1.1.1,True
scarcity_mutable,14029,52,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.0,0.0,0.0,0.0]",0.0,3.1.1.1,3.1.1.1,3.1.1.1,False
scarcity_mutable,14029,54,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14029,57,265,270,0.16666666666666666,0.18181818181818182,0.015151515151515166,"[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,59,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
scarcity_mutable,14029,64,265,270,0.041666666666666664,0.045454545454545456,0.0037878787878787915,"[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,3,270,275,0.09090909090909091,0.1,0.009090909090909094,"[0.46053272225525654,0.4142325536286336,0.23402604584148176,0.3535153962824962]","[0.46053272225525654,0.4142325536286336,0.23402604584148176,0.3535153962824962]","[0.46053272225525654,0.4142325536286336,0.23402604584148176,0.3535153962824962]","[0.0,0.0,0.0,0.0]",0.0,1.1.0.1,1.1.0.1,1.1.0.1,False
scarcity_mutable,14029,4,270,275,0.09090909090909091,0.05,-0.04090909090909091,"[0.5664251938217477,0.4054571386036354,0.471083580647712,0.39417702393930243]","[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.5675502831158716,0.4172238445772815,0.47351993828684613,0.39059758999188915]","[0.00015853530962655173,0.0016580358417410412,0.00034330494005981385,-0.0005043747834991441]",0.001773828768792408,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,21,270,275,0.045454545454545456,0.05,0.004545454545454547,"[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,23,270,275,0.045454545454545456,0.05,0.004545454545454547,"[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,29,270,275,0.09090909090909091,0.1,0.009090909090909094,"[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,39,270,275,0.045454545454545456,0.05,0.004545454545454547,"[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,46,270,275,0.13636363636363635,0.15,0.013636363636363641,"[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.0,0.0,0.0,0.0]",0.0,3.2.2.1,3.2.2.1,3.2.2.1,False
scarcity_mutable,14029,49,270,275,0.09090909090909091,0.1,0.009090909090909094,"[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,52,270,275,0.045454545454545456,0.05,0.004545454545454547,"[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.0,0.0,0.0,0.0]",0.0,3.1.1.1,3.1.1.1,3.1.1.1,False
scarcity_mutable,14029,54,270,275,0.045454545454545456,0.05,0.004545454545454547,"[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14029,57,270,275,0.18181818181818182,0.2,0.018181818181818188,"[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,59,270,275,0.045454545454545456,0.05,0.004545454545454547,"[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
scarcity_mutable,14029,64,270,275,0.045454545454545456,0.0,-0.045454545454545456,"[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.44606947686508575,0.3284246228638647,0.45716666777306225,0.5550691851506189]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,3,275,280,0.1,0.058823529411764705,-0.0411764705882353,"[0.46053272225525654,0.4142325536286336,0.23402604584148176,0.3535153962824962]","[0.42424432060044276,0.38304035244245316,0.2056789977040086,0.37103572657552175]","[0.4423885214278497,0.3986364530355434,0.21985252177274517,0.36227556142900896]","[-0.002881726013764624,-0.002477027741255505,-0.002251089116799339,0.0013913203467990898]",0.004630678758945244,1.1.0.1,1.1.0.1,1.1.0.1,False
scarcity_mutable,14029,4,275,280,0.05,0.058823529411764705,0.008823529411764702,"[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,21,275,280,0.05,0.058823529411764705,0.008823529411764702,"[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,23,275,280,0.05,0.0,-0.05,"[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.47800577991593796,0.472647198681977,0.4644633444581554,0.5022120984350589]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.2,1.1.1.2,1.1.1.2,False
scarcity_mutable,14029,29,275,280,0.1,0.058823529411764705,-0.0411764705882353,"[0.6461579664805255,0.3672447571694535,0.2720157720979096,0.5218810649143811]","[0.6811597708584215,0.3479367108362001,0.23767463452521498,0.5506214520573391]","[0.6636588686694735,0.3575907340028268,0.2548452033115623,0.5362512584858601]","[0.0027795550535388014,-0.0015332860323465929,-0.0027270903366551622,0.002282324861352548]",0.004766856493504722,2.1.1.2,2.1.0.2,2.1.1.2,True
scarcity_mutable,14029,39,275,280,0.05,0.058823529411764705,0.008823529411764702,"[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,46,275,280,0.15,0.17647058823529413,0.026470588235294135,"[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.0,0.0,0.0,0.0]",0.0,3.2.2.1,3.2.2.1,3.2.2.1,False
scarcity_mutable,14029,49,275,280,0.1,0.11764705882352941,0.017647058823529405,"[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.5025176687100016,0.2966335408705629,0.278583344900994,0.4300265181459527]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,52,275,280,0.05,0.058823529411764705,0.008823529411764702,"[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.8008218094975774,0.40615912113370556,0.43975697331575747,0.4301763784976189]","[0.0,0.0,0.0,0.0]",0.0,3.1.1.1,3.1.1.1,3.1.1.1,False
scarcity_mutable,14029,54,275,280,0.05,0.058823529411764705,0.008823529411764702,"[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.4286498624090831,0.33854230199022867,0.5219694478208583,0.41718920405030935]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14029,57,275,280,0.2,0.23529411764705882,0.03529411764705881,"[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.6716685043342308,0.40466401949330555,0.4277020512922385,0.6724026480980491]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14029,59,275,280,0.05,0.058823529411764705,0.008823529411764702,"[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.5514302690237144,0.35558931600134963,0.5957461859880321,0.49795506350958774]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
scarcity_mutable,14029,3,280,285,0.058823529411764705,0.06666666666666667,0.00784313725490196,"[0.42424432060044276,0.38304035244245316,0.2056789977040086,0.37103572657552175]","[0.42424432060044276,0.38304035244245316,0.2056789977040086,0.37103572657552175]","[0.42424432060044276,0.38304035244245316,0.2056789977040086,0.37103572657552175]","[0.0,0.0,0.0,0.0]",0.0,1.1.0.1,1.1.0.1,1.1.0.1,False
scarcity_mutable,14029,4,280,285,0.058823529411764705,0.0,-0.058823529411764705,"[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.5686753724099955,0.4289905505509276,0.4759562959259803,0.38701815604447587]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,21,280,285,0.058823529411764705,0.06666666666666667,0.00784313725490196,"[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.5609807866981046,0.35667831702463915,0.45217035658768806,0.4353423015532376]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14029,29,280,285,0.058823529411764705,0.06666666666666667,0.00784313725490196,"[0.6811597708584215,0.3479367108362001,0.23767463452521498,0.5506214520573391]","[0.6811597708584215,0.3479367108362001,0.23767463452521498,0.5506214520573391]","[0.6811597708584215,0.3479367108362001,0.23767463452521498,0.5506214520573391]","[0.0,0.0,0.0,0.0]",0.0,2.1.0.2,2.1.0.2,2.1.0.2,False
scarcity_mutable,14029,39,280,285,0.058823529411764705,0.06666666666666667,0.00784313725490196,"[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.4504742284703838,0.314137009913165,0.339861863650426,0.3945598248336577]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14029,46,280,285,0.17647058823529413,0.13333333333333333,-0.0431372549019608,"[0.7574701104564641,0.5756989985654885,0.5061053100515255,0.41301123748909]","[0.7759760831068567,0.603703800361593,0.527426228237049,0.4008953153721301]","[0.7667230967816604,0.5897013994635407,0.5167657691442873,0.4069532764306101]","[0.002866611449766707,0.004337998709592664,0.0033026520326595236,-0.0018767800926271284]",0.006439371706406827,3.2.2.1,3.2.2.1,3.2.2.1,False
